,street,parish,county,host_country,host_continent,membership_duration,count
4097,RUA VAL D'OURIÇO,Encarnação,Mafra,Portugal,Europe,Member for more than 1 year,1
4098,RUA VALE 17 1º ESQ.,Lisboa,Lisboa,Brazil,South America,Member for more than 5 years,4
4099,RUA VALE 17 1º ESQ.,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
4100,RUA VALE 17 1º ESQ.,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
4101,RUA VALE 17 1º ESQ.,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4102,RUA VALE DE COELHOS,Casal da Serra,Mafra,Portugal,Europe,Member for more than 5 years,1
4103,RUA VALE DE SANTA RITA,Estoril,Cascais,France,Europe,Member for more than 2 years,1
4104,RUA VALE DE SANTA RITA,Estoril,Cascais,United Kingdom,Europe,Member for more than 1 year,1
4105,RUA VALE DE SANTO ANTONIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4106,RUA VALE DE SÃO MARTINHO,Sintra,Sintra,Portugal,Europe,Member for more than 2 years,1
4107,RUA VALE DE STA RITA,Estoril,Cascais,Portugal,Europe,Member for more than 5 years,4
4108,RUA VALE FORMOSO DE CIMA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
4109,RUA VALE TERMINUS,Torres Vedras,Torres Vedras,Portugal,Europe,Member for more than 5 years,1
4110,RUA VASCO BOTELHO DO AMARAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
4111,RUA VASCO DA GAMA,Parede,Cascais,Portugal,Europe,Member for more than 1 year,1
4112,RUA VASCO DA GAMA,Amoeiras,Torres Vedras,Portugal,Europe,Member for more than 1 year,1
4113,RUA VASCO DA GAMA,Parede,Cascais,Portugal,Europe,Member for more than 2 years,1
4114,RUA VASCO MENDONÇA ALVES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4115,RUA VEIGA DA CUNHA,Sintra,Sintra,Portugal,Europe,Member for more than 2 years,1
4116,RUA VELOSO SALGADO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4117,RUA VENEZUELA 55 5º FRENTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4118,RUA VERA LAGOA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4119,RUA VERÓNICA 160 4º ESQº,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,8
4120,RUA VERÓNICA 160 4º ESQº,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,6
4121,RUA VERÓNICA 160 4º ESQº,Lisboa,Lisboa,Germany,Europe,Member for more than 5 years,1
4122,RUA VERÓNICA 160 4º ESQº,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4123,RUA VERÓNICA 160 4º ESQº,Lisboa,Lisboa,Canada,North America,Member for more than 1 year,1
4124,RUA VERÓNICA 160 4º ESQº,Lisboa,Lisboa,Spain,Europe,Member for more than 1 year,1
4125,RUA VIANA DA MOTA,Murches,Cascais,Portugal,Europe,Member for more than 5 years,1
4126,RUA VIANA DA MOTA,São Pedro do Estoril,Cascais,Portugal,Europe,Member for more than 2 years,1
4127,RUA VIANA DO CASTELO,Rebelva,Cascais,Portugal,Europe,Member for more than 2 years,2
4128,RUA VICE ALMIRANTE AUGUSTO DE CASTRO GUEDES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4129,RUA VICENTE ARNOSO,São João do Estoril,Cascais,Portugal,Europe,Member for more than 2 years,2
4130,RUA VICENTE RIBEIRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4131,RUA VIEIRA DA SILVA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4132,RUA VIEIRA DA SILVA,Odivelas,Odivelas,Portugal,Europe,Member for more than 1 year,1
4133,RUA VIEIRA LUSITANO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
4134,RUA VIEIRA LUSITANO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4135,RUA VIEIRA PORTUENSE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
4136,RUA VIEIRA PORTUENSE,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
4137,RUA VIEIRA PORTUENSE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
4138,RUA VIELA LATERAL Á NOVA DO LOUREIRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,11
4139,RUA VIELA LATERAL Á NOVA DO LOUREIRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,5
4140,RUA VIELA LATERAL Á NOVA DO LOUREIRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4141,RUA VIELA LATERAL Á NOVA DO LOUREIRO,Lisboa,Lisboa,Brazil,South America,Member for more than 5 years,1
4142,RUA VIELA LATERAL Á NOVA DO LOUREIRO,Lisboa,Lisboa,United States,North America,Member for more than 1 year,1
4143,RUA VILA ROMANA,Almoçageme,Sintra,Portugal,Europe,Member for more than 2 years,1
4144,RUA VILA SENA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4145,RUA VILA SENA,Lisboa,Lisboa,United States,North America,Member for more than 2 years,1
4146,RUA VILLAS CATARINA G,Fontanelas,Sintra,Portugal,Europe,Member for more than 5 years,1
4147,RUA VINHA 22 R/CH,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,6
4148,RUA VINHA 22 R/CH,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
4149,RUA VINHA 22 R/CH,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4150,RUA VINHA 2º ESQ.,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4151,RUA VINHA 33,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4152,RUA VIRGÍLIO MARTINHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4153,RUA VIRGÍNIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,5
4154,RUA VIRIATO 1,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4155,RUA VIRIATO 5 R/C ESQUERD,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
4156,RUA VIRIATO 5 R/C ESQUERD,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4157,RUA VISCONDE JUROMENHA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4158,RUA VISCONDE JUROMENHA,Lisboa,Lisboa,France,Europe,Member for more than 1 year,1
4159,RUA VISCONDE MONSERRATE,São Pedro,Sintra,Portugal,Europe,Member for more than 2 years,2
4160,RUA VISCONDE MONSERRATTE,São Pedro,Sintra,Portugal,Europe,Member for more than 2 years,1
4161,RUA VISCONDE MOREIRA REY,Carnaxide,Oeiras,Portugal,Europe,Member for more than 2 years,1
4162,RUA VISCONDE SANTARÉM,Lisboa,Lisboa,France,Europe,Member for more than 5 years,1
4163,RUA VISCONDE SEABRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,5
4164,RUA VITOR CORDON,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4165,RUA VITÓRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
4166,RUA VITÓRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4167,RUA VITÓRIA,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,1
4168,RUA VIVEIRO 402 3º ESQ.,Monte Estoril,Cascais,Portugal,Europe,Member for more than 1 year,1
4169,RUA VIVEIRO 402 3º ESQ.,Monte Estoril,Cascais,Portugal,Europe,Member for more than 2 years,1
4170,RUA VIVEIRO 402 3º ESQ.,Monte Estoril,Cascais,Portugal,Europe,Member for more than 5 years,1
4171,RUA VIVEIRO 538,Monte Estoril,Cascais,Portugal,Europe,Member for more than 1 year,1
4172,RUA VOLGA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4173,RUA VOLGA 5.03.02,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4174,RUA VOZ DO OPERÁRIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
4175,RUA VOZ DO OPERÁRIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
4176,RUA VOZ DO OPERÁRIO,Lisboa,Lisboa,France,Europe,Member for more than 2 years,1
4177,RUA VOZ DO OPERÁRIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4178,RUA WASHINGTON,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,9
4179,RUA WASHINGTON,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
4180,RUA WASHINGTON,Lisboa,Lisboa,France,Europe,Member for more than 2 years,2
4181,RUA WASHINGTON,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4182,RUA WASHINGTON,Lisboa,Lisboa,Spain,Europe,Member for more than 5 years,1
4183,RUA XABREGAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4184,RUA XAVIER DE ARAÚJO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4185,RUA ZACARIAS VIVAS,Sobrena,Cadaval,Portugal,Europe,Member for more than 2 years,1
4186,RUA ZAIRE 27 DIREITO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
4187,RUA ZAIRE 27 DIREITO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4188,RUA ZAIRE 27 DIREITO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4189,RUA ZAMBEZE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4190,RUELA EDUARDO HENRIQUES PEREIRA,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,2
4191,RUELA RUA DA OLIVEIRINHA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,5
4192,RUELA RUA DA OLIVEIRINHA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
4193,RUELA RUA DA OLIVEIRINHA,Lisboa,Lisboa,Belgium,Europe,Member for more than 2 years,1
4194,SUBIDA DONA MARIA CARMO FRAGOSO CARMONA,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,1
4195,TRAVESSA 1º DE MAIO,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,2
4196,TRAVESSA ABARRACAMENTO DE PENICHE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,7
4197,TRAVESSA AÇOUGUE SÃO VICENTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
4198,TRAVESSA AÇOUGUE SÃO VICENTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4199,TRAVESSA ADRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
4200,TRAVESSA ADRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4201,TRAVESSA AFONSO SANCHES,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,1
4202,TRAVESSA ÁGUA DA FLOR,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
4203,TRAVESSA ÁGUA DA FLOR,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
4204,TRAVESSA ÁGUA DA FLOR,Lisboa,Lisboa,Spain,Europe,Member for more than 1 year,1
4205,TRAVESSA ÁGUA DA FLOR,Lisboa,Lisboa,United States,North America,Member for more than 2 years,1
4206,TRAVESSA ALCAIDE 4,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4207,TRAVESSA ALCAIDE 4,Lisboa,Lisboa,Spain,Europe,Member for more than 1 year,1
4208,TRAVESSA ALMADA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
4209,TRAVESSA ALMADA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
4210,TRAVESSA ALMAS 6,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4211,TRAVESSA ALTO DAS CASINHAS,Fontanelas,Sintra,Portugal,Europe,Member for more than 5 years,1
4212,TRAVESSA ALTO DO MOÍNHO VELHO,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,2
4213,TRAVESSA ALTO DO MOÍNHO VELHO,Cascais,Cascais,Brazil,South America,Member for more than 2 years,1
4214,TRAVESSA ALTO DOS SEIXOS CASA SOL,Marvão,Mafra,United Kingdom,Europe,Member for more than 1 year,1
4215,TRAVESSA ANDORINHAS,A dos Cunhados,Torres Vedras,Portugal,Europe,Member for more than 2 years,1
4216,TRAVESSA ARCO DA GRAÇA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
4217,TRAVESSA ARCO DA GRAÇA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4218,TRAVESSA ARCO JESUS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,5
4219,TRAVESSA ARCO JESUS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
4220,TRAVESSA ARRÁBIDA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4221,TRAVESSA ARROCHELA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
4222,TRAVESSA ARTUR LAMAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4223,TRAVESSA ARTUR LAMAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4224,TRAVESSA AZENHA,Penedo,Sintra,Portugal,Europe,Member for more than 5 years,2
4225,TRAVESSA BAIXO DOS QUARTÉIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4226,TRAVESSA BARBADINHOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4227,TRAVESSA BARBOSA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4228,TRAVESSA BEIROLAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
4229,TRAVESSA BEIROLAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4230,TRAVESSA BOA HORA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,10
4231,TRAVESSA BOA HORA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
4232,TRAVESSA BOA HORA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4233,TRAVESSA BOA HORA À AJUDA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
4234,TRAVESSA BOA HORA À AJUDA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4235,TRAVESSA BOA HORA À AJUDA,Lisboa,Lisboa,France,Europe,Member for more than 2 years,1
4236,TRAVESSA CAIS DO TOJO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
4237,TRAVESSA CAIS DO TOJO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4238,TRAVESSA CALADO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
4239,TRAVESSA CALDEIRA 5,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,11
4240,TRAVESSA CALDEIRA 5,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
4241,TRAVESSA CALDEIRA 5,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
4242,TRAVESSA CALDEIRA 5,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 2 years,1
4243,TRAVESSA CAMINHO NOVO,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,2
4244,TRAVESSA CARA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
4245,TRAVESSA CARA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
4246,TRAVESSA CARA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
4247,TRAVESSA CARACOTA,Sintra,Sintra,Portugal,Europe,Member for more than 5 years,1
4248,TRAVESSA CARVALHO 1,Lisboa,Lisboa,South Africa,Africa,Member for more than 2 years,1
4249,TRAVESSA CHAFARIZ DE EL-REI,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4250,TRAVESSA CHÃO DO LOUREIRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
4251,TRAVESSA CHÃO DO LOUREIRO,Lisboa,Lisboa,Brazil,South America,Member for more than 5 years,1
4252,TRAVESSA CHÃO DO LOUREIRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4253,TRAVESSA COLÉGIO,Cascais,Cascais,Portugal,Europe,Member for more than 1 year,1
4254,TRAVESSA CONCEIÇÃO À LAPA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4255,TRAVESSA CONCEIÇÃO À LAPA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4256,TRAVESSA CONCEIÇÃO À LAPA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4257,TRAVESSA CONCEIÇÃO DA GLÓRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,8
4258,TRAVESSA CONCEIÇÃO DA GLÓRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
4259,TRAVESSA CONCEIÇÃO DA GLÓRIA,Lisboa,Lisboa,Germany,Europe,Member for more than 5 years,1
4260,TRAVESSA CONCEIÇÃO DA GLÓRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4261,TRAVESSA CONDE AVINTES,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,6
4262,TRAVESSA CONDE AVINTES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
4263,TRAVESSA CONDE AVINTES,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
4264,TRAVESSA CONDE PONTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4265,TRAVESSA CONDE RIBEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
4266,TRAVESSA CONDESSA RIO 3,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,12
4267,TRAVESSA CONDESSA RIO 3,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
4268,TRAVESSA CONVENTO DA ENCARNAÇÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
4269,TRAVESSA CORPO SANTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4270,TRAVESSA CORPO SANTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4271,TRAVESSA COVA DA MOURA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
4272,TRAVESSA COVA DA MOURA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4273,TRAVESSA CRUZ AOS ANJOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4274,TRAVESSA CRUZ DA ROCHA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4275,TRAVESSA CRUZ DO DESTERRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,5
4276,TRAVESSA CRUZ DO DESTERRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
4277,TRAVESSA DA AMOREIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
4278,TRAVESSA DA AMOREIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4279,TRAVESSA DA AMOREIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4280,TRAVESSA DA BELA VISTA,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,2
4281,TRAVESSA DA BELA VISTA,Cascais,Cascais,South Africa,Africa,Member for more than 5 years,1
4282,TRAVESSA DA BELA VISTA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4283,TRAVESSA DA BICA AOS ANJOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
4284,TRAVESSA DA BICA AOS ANJOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4285,TRAVESSA DA CRUZ DE SOURE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
4286,TRAVESSA DA CRUZ DE SOURE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
4287,TRAVESSA DA ESPERA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,12
4288,TRAVESSA DA ESPERA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,6
4289,TRAVESSA DA ESPERA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
4290,TRAVESSA DA ESPERA,Lisboa,Lisboa,China,Asia,Member for more than 5 years,1
4291,TRAVESSA DA FONTE,Casal da Galharda,Lourinhã,Portugal,Europe,Member for more than 2 years,1
4292,TRAVESSA DA LARANJEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,10
4293,TRAVESSA DA LARANJEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
4294,TRAVESSA DA LARANJEIRA,Lisboa,Lisboa,France,Europe,Member for more than 2 years,1
4295,TRAVESSA DA LARANJEIRA,Lisboa,Lisboa,France,Europe,Member for more than 5 years,1
4296,TRAVESSA DA LARANJEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4297,TRAVESSA DÁLIAS,Ulgueira,Sintra,Portugal,Europe,Member for more than 5 years,1
4298,TRAVESSA DA MADALENA,Lisboa,Lisboa,France,Europe,Member for more than 1 year,4
4299,TRAVESSA DA MADALENA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
4300,TRAVESSA DA MADALENA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
4301,TRAVESSA DA MADALENA,Lisboa,Lisboa,China,Asia,Member for more than 5 years,1
4302,TRAVESSA DA MADALENA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4303,TRAVESSA DA MATA 1,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4304,TRAVESSA DA MATA 1,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4305,TRAVESSA DA NAZARÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
4306,TRAVESSA DA NAZARÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
4307,TRAVESSA DA NAZARÉ,Lisboa,Lisboa,Brazil,South America,Member for more than 1 year,2
4308,TRAVESSA DA NAZARÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4309,TRAVESSA DA OFICINA,Cabriz,Sintra,Portugal,Europe,Member for more than 2 years,1
4310,TRAVESSA DA PEREIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,10
4311,TRAVESSA DA PEREIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
4312,TRAVESSA DA PEREIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,4
4313,TRAVESSA DA PEREIRA,Lisboa,Lisboa,France,Europe,Member for more than 2 years,1
4314,TRAVESSA DA PORTUGUESA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,12
4315,TRAVESSA DA PORTUGUESA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
4316,TRAVESSA DA RIBEIRA NOVA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
4317,TRAVESSA DA RIBEIRA NOVA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
4318,TRAVESSA DA RIBEIRA NOVA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4319,TRAVESSA DA RUA DO NORTE,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,4
4320,TRAVESSA DA RUA DO NORTE,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
4321,TRAVESSA DAS ALMAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4322,TRAVESSA DAS AMOREIRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4323,TRAVESSA DAS FONTAINHAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4324,TRAVESSA DAS FREIRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4325,TRAVESSA DAS ISABÉIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4326,TRAVESSA DAS MERCEEIRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
4327,TRAVESSA DAS MERCEEIRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4328,TRAVESSA DAS OLARIAS,Achada,Mafra,Portugal,Europe,Member for more than 5 years,1
4329,TRAVESSA DAS PARREIRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,5
4330,TRAVESSA DAS PARREIRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
4331,TRAVESSA DAS PARREIRAS,Lisboa,Lisboa,Brazil,South America,Member for more than 5 years,3
4332,TRAVESSA DAS PARREIRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4333,TRAVESSA DE CAMPO OURIQUE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4334,TRAVESSA DE CIMA DOS QUARTÉIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4335,TRAVESSA DE ROSÁRIO STA. CLARA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4336,TRAVESSA DE SANTA LUZIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4337,TRAVESSA DE SANTA LUZIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4338,TRAVESSA DE SANTA QUITÉRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4339,TRAVESSA DE SANTO ANTONIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4340,TRAVESSA DE SANTO ANTÓNIO DA SÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
4341,TRAVESSA DE SANTO ANTÓNIO DA SÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
4342,TRAVESSA DE SANTO ANTÓNIO DA SÉ,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4343,TRAVESSA DE SANTO ANTÓNIO SANTOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
4344,TRAVESSA DE SÃO PLÁCIDO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
4345,TRAVESSA DE SÃO PLÁCIDO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,6
4346,TRAVESSA DE SÃO PLÁCIDO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
4347,TRAVESSA DESPACHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4348,TRAVESSA DESVIO,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
4349,TRAVESSA DO AÇOUGUE,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
4350,TRAVESSA DO ALECRIM 3,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
4351,TRAVESSA DO ALECRIM 3,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
4352,TRAVESSA DO ALMARGEM,Lisboa,Lisboa,France,Europe,Member for more than 10 years,1
4353,TRAVESSA DO CEGO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
4354,TRAVESSA DO CEGO,Lisboa,Lisboa,Netherlands,Europe,Member for more than 2 years,1
4355,TRAVESSA DO CHÃO DA FEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,5
4356,TRAVESSA DO COMBRO,Lisboa,Lisboa,Belgium,Europe,Member for more than 5 years,1
4357,TRAVESSA DO COMBRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
